v4_0,calendar-years,Time,administrative-geography,Geography,week-number,Week,sex,Sex,age-groups,AgeGroups,registration-or-occurrence,RegistrationOrOccurrence
177,2026,2026,E12000009,South West,week-24,Week 24,all,All,75-79,75-79,registrations,Registrations
75,2026,2026,E12000005,West Midlands,week-24,Week 24,male,Male,75-79,75-79,registrations,Registrations
282,2026,2026,E12000008,South East,week-24,Week 24,all,All,80-84,80-84,registrations,Registrations
145,2026,2026,E12000008,South East,week-24,Week 24,male,Male,80-84,80-84,registrations,Registrations
100,2026,2026,E12000003,Yorkshire and The Humber,week-24,Week 24,female,Female,85-89,85-89,registrations,Registrations
118,2026,2026,E12000009,South West,week-24,Week 24,female,Female,85-89,85-89,registrations,Registrations
903,2026,2026,E92000001,England,week-24,Week 24,male,Male,85-89,85-89,registrations,Registrations
43,2026,2026,E12000001,North East,week-24,Week 24,male,Male,85-89,85-89,registrations,Registrations
58,2026,2026,E12000001,North East,week-24,Week 24,all,All,90-94,90-94,registrations,Registrations
187,2026,2026,E12000006,East of England,week-24,Week 24,all,All,90-94,90-94,registrations,Registrations
40,2026,2026,E12000001,North East,week-24,Week 24,female,Female,90-94,90-94,registrations,Registrations
79,2026,2026,E12000004,East Midlands,week-24,Week 24,female,Female,90-94,90-94,registrations,Registrations
98,2026,2026,E12000005,West Midlands,week-24,Week 24,female,Female,90-94,90-94,registrations,Registrations
15,2026,2026,E12000006,East of England,week-24,Week 24,all,All,100+,100+,registrations,Registrations
37,2026,2026,W92000004,Wales,week-24,Week 24,female,Female,75-79,75-79,registrations,Registrations
1,2026,2026,E12000001,North East,week-24,Week 24,all,All,10-14,10-14,registrations,Registrations
2,2026,2026,E12000006,East of England,week-24,Week 24,all,All,10-14,10-14,registrations,Registrations
75,2026,2026,E12000006,East of England,week-24,Week 24,female,Female,75-79,75-79,registrations,Registrations
117,2026,2026,E12000002,North West,week-24,Week 24,male,Male,75-79,75-79,registrations,Registrations
131,2026,2026,E12000008,South East,week-24,Week 24,male,Male,75-79,75-79,registrations,Registrations
0,2026,2026,E12000002,North West,week-24,Week 24,male,Male,10-14,10-14,registrations,Registrations
104,2026,2026,E12000001,North East,week-24,Week 24,all,All,80-84,80-84,registrations,Registrations
1,2026,2026,E12000007,London,week-24,Week 24,male,Male,10-14,10-14,registrations,Registrations
0,2026,2026,E12000005,West Midlands,week-24,Week 24,female,Female,15-19,15-19,registrations,Registrations
0,2026,2026,E12000009,South West,week-24,Week 24,female,Female,15-19,15-19,registrations,Registrations
3,2026,2026,W92000004,Wales,week-24,Week 24,male,Male,15-19,15-19,registrations,Registrations
225,2026,2026,E12000009,South West,week-24,Week 24,all,All,80-84,80-84,registrations,Registrations
71,2026,2026,E12000007,London,week-24,Week 24,female,Female,80-84,80-84,registrations,Registrations
69,2026,2026,E12000007,London,week-24,Week 24,male,Male,80-84,80-84,registrations,Registrations
72,2026,2026,E12000001,North East,week-24,Week 24,female,Female,85-89,85-89,registrations,Registrations
2,2026,2026,E12000003,Yorkshire and The Humber,week-24,Week 24,female,Female,20-24,20-24,registrations,Registrations
86,2026,2026,E12000004,East Midlands,week-24,Week 24,female,Female,85-89,85-89,registrations,Registrations
2,2026,2026,E12000007,London,week-24,Week 24,all,All,25-29,25-29,registrations,Registrations
1,2026,2026,E12000005,West Midlands,week-24,Week 24,female,Female,25-29,25-29,registrations,Registrations
2,2026,2026,E12000007,London,week-24,Week 24,all,All,30-34,30-34,registrations,Registrations
12,2026,2026,E12000005,West Midlands,week-24,Week 24,all,All,35-39,35-39,registrations,Registrations
4,2026,2026,E12000007,London,week-24,Week 24,female,Female,35-39,35-39,registrations,Registrations
93,2026,2026,E12000004,East Midlands,week-24,Week 24,male,Male,85-89,85-89,registrations,Registrations
559,2026,2026,E92000001,England,week-24,Week 24,male,Male,90-94,90-94,registrations,Registrations
31,2026,2026,W92000004,Wales,week-24,Week 24,male,Male,90-94,90-94,registrations,Registrations
61,2026,2026,E12000005,West Midlands,week-24,Week 24,male,Male,90-94,90-94,registrations,Registrations
74,2026,2026,E12000002,North West,week-24,Week 24,all,All,95-99,95-99,registrations,Registrations
3,2026,2026,E12000001,North East,week-24,Week 24,male,Male,35-39,35-39,registrations,Registrations
22,2026,2026,W92000004,Wales,week-24,Week 24,female,Female,60-64,60-64,registrations,Registrations
19,2026,2026,E12000006,East of England,week-24,Week 24,female,Female,60-64,60-64,registrations,Registrations
29,2026,2026,E12000009,South West,week-24,Week 24,female,Female,60-64,60-64,registrations,Registrations
22,2026,2026,E12000009,South West,week-24,Week 24,female,Female,65-69,65-69,registrations,Registrations
38,2026,2026,E12000005,West Midlands,week-24,Week 24,male,Male,65-69,65-69,registrations,Registrations
45,2026,2026,E12000006,East of England,week-24,Week 24,male,Male,65-69,65-69,registrations,Registrations
59,2026,2026,E12000001,North East,week-24,Week 24,all,All,70-74,70-74,registrations,Registrations
94,2026,2026,E12000003,Yorkshire and The Humber,week-24,Week 24,all,All,70-74,70-74,registrations,Registrations
534,2026,2026,E92000001,England,week-24,Week 24,male,Male,70-74,70-74,registrations,Registrations
55,2026,2026,E12000007,London,week-24,Week 24,male,Male,70-74,70-74,registrations,Registrations
1417,2026,2026,E92000001,England,week-24,Week 24,all,All,75-79,75-79,registrations,Registrations
176,2026,2026,E12000003,Yorkshire and The Humber,week-24,Week 24,all,All,75-79,75-79,registrations,Registrations
214,2026,2026,E12000008,South East,week-24,Week 24,all,All,75-79,75-79,registrations,Registrations
86,2026,2026,E12000002,North West,week-24,Week 24,female,Female,75-79,75-79,registrations,Registrations
83,2026,2026,E12000008,South East,week-24,Week 24,female,Female,75-79,75-79,registrations,Registrations
58,2026,2026,E12000007,London,week-24,Week 24,male,Male,75-79,75-79,registrations,Registrations
85,2026,2026,E12000009,South West,week-24,Week 24,male,Male,75-79,75-79,registrations,Registrations
78,2026,2026,E12000004,East Midlands,week-24,Week 24,female,Female,80-84,80-84,registrations,Registrations
87,2026,2026,E12000007,London,week-24,Week 24,female,Female,85-89,85-89,registrations,Registrations
51,2026,2026,E12000005,West Midlands,week-24,Week 24,female,Female,95-99,95-99,registrations,Registrations
3,2026,2026,E12000003,Yorkshire and The Humber,week-24,Week 24,male,Male,100+,100+,registrations,Registrations
4,2026,2026,E12000006,East of England,week-24,Week 24,male,Male,100+,100+,registrations,Registrations
18,2026,2026,E12000005,West Midlands,week-24,Week 24,female,Female,60-64,60-64,occurrences,Occurrences
27,2026,2026,E12000002,North West,week-24,Week 24,male,Male,60-64,60-64,occurrences,Occurrences
19,2026,2026,W92000004,Wales,week-24,Week 24,all,All,65-69,65-69,occurrences,Occurrences
37,2026,2026,E12000007,London,week-24,Week 24,all,All,65-69,65-69,occurrences,Occurrences
44,2026,2026,E12000002,North West,week-24,Week 24,female,Female,65-69,65-69,occurrences,Occurrences
34,2026,2026,E12000005,West Midlands,week-24,Week 24,male,Male,65-69,65-69,occurrences,Occurrences
24,2026,2026,E12000009,South West,week-24,Week 24,male,Male,65-69,65-69,occurrences,Occurrences
59,2026,2026,E12000003,Yorkshire and The Humber,week-24,Week 24,all,All,70-74,70-74,occurrences,Occurrences
311,2026,2026,E92000001,England,week-24,Week 24,male,Male,70-74,70-74,occurrences,Occurrences
32,2026,2026,E12000007,London,week-24,Week 24,female,Female,75-79,75-79,occurrences,Occurrences
47,2026,2026,E12000009,South West,week-24,Week 24,female,Female,75-79,75-79,occurrences,Occurrences
70,2026,2026,E12000003,Yorkshire and The Humber,week-24,Week 24,male,Male,75-79,75-79,occurrences,Occurrences
124,2026,2026,E12000006,East of England,week-24,Week 24,all,All,80-84,80-84,occurrences,Occurrences
66,2026,2026,E12000009,South West,week-24,Week 24,female,Female,80-84,80-84,occurrences,Occurrences
764,2026,2026,E12000003,Yorkshire and The Humber,week-24,Week 24,all,All,all-ages,All ages,occurrences,Occurrences
398,2026,2026,E12000009,South West,week-24,Week 24,male,Male,all-ages,All ages,occurrences,Occurrences
0,2026,2026,E12000006,East of England,week-24,Week 24,female,Female,0-1,0-1,occurrences,Occurrences
1,2026,2026,E12000008,South East,week-24,Week 24,female,Female,0-1,0-1,occurrences,Occurrences
0,2026,2026,E12000001,North East,week-24,Week 24,male,Male,0-1,0-1,occurrences,Occurrences
1184,2026,2026,E92000001,England,week-24,Week 24,all,All,85-89,85-89,occurrences,Occurrences
29,2026,2026,W92000004,Wales,week-24,Week 24,male,Male,85-89,85-89,occurrences,Occurrences
77,2026,2026,E12000009,South West,week-24,Week 24,male,Male,85-89,85-89,occurrences,Occurrences
2,2026,2026,E12000006,East of England,week-24,Week 24,all,All,1-4,1-4,occurrences,Occurrences
0,2026,2026,E12000008,South East,week-24,Week 24,all,All,1-4,1-4,occurrences,Occurrences
117,2026,2026,E12000003,Yorkshire and The Humber,week-24,Week 24,all,All,90-94,90-94,occurrences,Occurrences
0,2026,2026,E12000009,South West,week-24,Week 24,all,All,1-4,1-4,occurrences,Occurrences
28,2026,2026,E12000001,North East,week-24,Week 24,female,Female,90-94,90-94,occurrences,Occurrences
1,2026,2026,E12000005,West Midlands,week-24,Week 24,male,Male,1-4,1-4,occurrences,Occurrences
168,2026,2026,W92000004,Wales,week-24,Week 24,female,Female,all-ages,All ages,occurrences,Occurrences
399,2026,2026,E12000006,East of England,week-24,Week 24,female,Female,all-ages,All ages,occurrences,Occurrences
0,2026,2026,E12000004,East Midlands,week-24,Week 24,female,Female,0-1,0-1,occurrences,Occurrences
0,2026,2026,W92000004,Wales,week-24,Week 24,male,Male,1-4,1-4,occurrences,Occurrences
0,2026,2026,E12000004,East Midlands,week-24,Week 24,male,Male,1-4,1-4,occurrences,Occurrences
0,2026,2026,W92000004,Wales,week-24,Week 24,all,All,5-9,5-9,occurrences,Occurrences
0,2026,2026,E12000001,North East,week-24,Week 24,all,All,5-9,5-9,occurrences,Occurrences
0,2026,2026,E12000006,East of England,week-24,Week 24,all,All,5-9,5-9,occurrences,Occurrences
0,2026,2026,E12000005,West Midlands,week-24,Week 24,male,Male,5-9,5-9,occurrences,Occurrences
1,2026,2026,W92000004,Wales,week-24,Week 24,all,All,10-14,10-14,occurrences,Occurrences
0,2026,2026,E12000002,North West,week-24,Week 24,female,Female,15-19,15-19,occurrences,Occurrences
0,2026,2026,E12000004,East Midlands,week-24,Week 24,female,Female,15-19,15-19,occurrences,Occurrences
2,2026,2026,E92000001,England,week-24,Week 24,male,Male,15-19,15-19,occurrences,Occurrences
2,2026,2026,E12000005,West Midlands,week-24,Week 24,male,Male,20-24,20-24,occurrences,Occurrences
6,2026,2026,E92000001,England,week-24,Week 24,male,Male,25-29,25-29,occurrences,Occurrences
0,2026,2026,W92000004,Wales,week-24,Week 24,male,Male,25-29,25-29,occurrences,Occurrences
7,2026,2026,E92000001,England,week-24,Week 24,all,All,30-34,30-34,occurrences,Occurrences
1,2026,2026,E12000008,South East,week-24,Week 24,all,All,30-34,30-34,occurrences,Occurrences
4,2026,2026,E92000001,England,week-24,Week 24,female,Female,30-34,30-34,occurrences,Occurrences
0,2026,2026,E12000007,London,week-24,Week 24,male,Male,30-34,30-34,occurrences,Occurrences
4,2026,2026,E12000007,London,week-24,Week 24,male,Male,40-44,40-44,occurrences,Occurrences
0,2026,2026,E12000001,North East,week-24,Week 24,female,Female,45-49,45-49,occurrences,Occurrences
6,2026,2026,E12000002,North West,week-24,Week 24,female,Female,45-49,45-49,occurrences,Occurrences
50,2026,2026,E92000001,England,week-24,Week 24,female,Female,50-54,50-54,occurrences,Occurrences
6,2026,2026,E12000004,East Midlands,week-24,Week 24,female,Female,50-54,50-54,occurrences,Occurrences
7,2026,2026,E12000006,East of England,week-24,Week 24,female,Female,55-59,55-59,occurrences,Occurrences
12,2026,2026,E12000008,South East,week-24,Week 24,female,Female,55-59,55-59,occurrences,Occurrences
4,2026,2026,W92000004,Wales,week-24,Week 24,male,Male,55-59,55-59,occurrences,Occurrences
34,2026,2026,E12000007,London,week-24,Week 24,all,All,60-64,60-64,occurrences,Occurrences
22,2026,2026,E12000006,East of England,week-24,Week 24,male,Male,60-64,60-64,occurrences,Occurrences
14,2026,2026,E12000004,East Midlands,week-24,Week 24,female,Female,65-69,65-69,occurrences,Occurrences
36,2026,2026,E12000003,Yorkshire and The Humber,week-24,Week 24,male,Male,65-69,65-69,occurrences,Occurrences
54,2026,2026,E12000006,East of England,week-24,Week 24,all,All,70-74,70-74,occurrences,Occurrences
49,2026,2026,E12000005,West Midlands,week-24,Week 24,male,Male,70-74,70-74,occurrences,Occurrences
22,2026,2026,E12000007,London,week-24,Week 24,male,Male,70-74,70-74,occurrences,Occurrences
35,2026,2026,E12000009,South West,week-24,Week 24,male,Male,70-74,70-74,occurrences,Occurrences
153,2026,2026,E12000005,West Midlands,week-24,Week 24,all,All,80-84,80-84,occurrences,Occurrences
574,2026,2026,E92000001,England,week-24,Week 24,female,Female,80-84,80-84,occurrences,Occurrences
84,2026,2026,E12000002,North West,week-24,Week 24,female,Female,80-84,80-84,occurrences,Occurrences
52,2026,2026,E12000004,East Midlands,week-24,Week 24,male,Male,80-84,80-84,occurrences,Occurrences
50,2026,2026,E12000004,East Midlands,week-24,Week 24,female,Female,85-89,85-89,occurrences,Occurrences
83,2026,2026,E12000006,East of England,week-24,Week 24,female,Female,85-89,85-89,occurrences,Occurrences
50,2026,2026,W92000004,Wales,week-24,Week 24,all,All,90-94,90-94,occurrences,Occurrences
70,2026,2026,E12000004,East Midlands,week-24,Week 24,all,All,90-94,90-94,occurrences,Occurrences
162,2026,2026,E12000008,South East,week-24,Week 24,all,All,90-94,90-94,occurrences,Occurrences
68,2026,2026,E12000008,South East,week-24,Week 24,male,Male,90-94,90-94,occurrences,Occurrences
19,2026,2026,W92000004,Wales,week-24,Week 24,female,Female,95-99,95-99,occurrences,Occurrences
43,2026,2026,E12000005,West Midlands,week-24,Week 24,female,Female,95-99,95-99,occurrences,Occurrences
9,2026,2026,E12000003,Yorkshire and The Humber,week-24,Week 24,female,Female,100+,100+,occurrences,Occurrences
6,2026,2026,E12000006,East of England,week-24,Week 24,female,Female,100+,100+,occurrences,Occurrences
0,2026,2026,W92000004,Wales,week-24,Week 24,male,Male,100+,100+,occurrences,Occurrences
534,2026,2026,E12000004,East Midlands,week-24,Week 24,all,All,all-ages,All ages,occurrences,Occurrences
200,2026,2026,E12000001,North East,week-24,Week 24,female,Female,all-ages,All ages,occurrences,Occurrences
1,2026,2026,W92000004,Wales,week-24,Week 24,all,All,0-1,0-1,occurrences,Occurrences
4,2026,2026,E12000006,East of England,week-24,Week 24,all,All,0-1,0-1,occurrences,Occurrences
1,2026,2026,W92000004,Wales,week-24,Week 24,female,Female,0-1,0-1,occurrences,Occurrences
3,2026,2026,E12000005,West Midlands,week-24,Week 24,female,Female,0-1,0-1,occurrences,Occurrences
1,2026,2026,E12000004,East Midlands,week-24,Week 24,male,Male,0-1,0-1,occurrences,Occurrences
3,2026,2026,E12000007,London,week-24,Week 24,male,Male,0-1,0-1,occurrences,Occurrences
0,2026,2026,E12000003,Yorkshire and The Humber,week-24,Week 24,male,Male,1-4,1-4,occurrences,Occurrences
1,2026,2026,E12000006,East of England,week-24,Week 24,male,Male,1-4,1-4,occurrences,Occurrences
2,2026,2026,E12000008,South East,week-24,Week 24,all,All,5-9,5-9,occurrences,Occurrences
0,2026,2026,E12000009,South West,week-24,Week 24,all,All,5-9,5-9,occurrences,Occurrences
0,2026,2026,E12000001,North East,week-24,Week 24,male,Male,5-9,5-9,occurrences,Occurrences
0,2026,2026,E12000003,Yorkshire and The Humber,week-24,Week 24,male,Male,5-9,5-9,occurrences,Occurrences
29,2026,2026,E12000003,Yorkshire and The Humber,week-24,Week 24,female,Female,70-74,70-74,occurrences,Occurrences
29,2026,2026,E12000006,East of England,week-24,Week 24,male,Male,70-74,70-74,occurrences,Occurrences
148,2026,2026,E12000002,North West,week-24,Week 24,all,All,75-79,75-79,occurrences,Occurrences
